time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-07-07T06:13:57.850Z,34.517,-119.0508333,7.87,1.33,ml,13,79,0.1073,0.31,ci,ci38472527,2019-07-07T21:47:40.752Z,"18km NW of Fillmore, CA",earthquake,0.54,3.28,0.131,13,reviewed,ci,ci
2019-07-07T06:13:25.030Z,35.7041667,-117.4766667,1.47,2.22,ml,19,135,0.118,0.21,ci,ci38472519,2019-07-07T06:17:11.865Z,"10km SW of Searles Valley, CA",earthquake,0.5,0.89,0.206,25,automatic,ci,ci
2019-07-07T06:12:17.520Z,34.3358333,-118.2098333,4.05,0.7,ml,4,185,0.09062,0.14,ci,ci38472511,2019-07-07T22:02:23.890Z,"12km NNE of La Crescenta-Montrose, CA",earthquake,0.49,31.61,0.097,3,reviewed,ci,ci
2019-07-07T06:12:11.140Z,35.8926667,-117.738,7.75,1.7,ml,13,73,0.08595,0.19,ci,ci38472503,2019-07-07T06:15:51.819Z,"16km ESE of Little Lake, CA",earthquake,0.42,1.31,0.149,8,automatic,ci,ci
2019-07-07T06:11:44.320Z,35.7163333,-117.5481667,2,1.78,ml,14,74,0.1473,0.21,ci,ci38472495,2019-07-07T06:15:18.466Z,"14km WSW of Searles Valley, CA",earthquake,0.43,0.88,0.106,19,automatic,ci,ci
2019-07-07T06:11:29.450Z,35.8715,-117.6356667,14.83,1.67,ml,10,123,0.06975,0.23,ci,ci38472487,2019-07-08T15:25:47.254Z,"24km WNW of Searles Valley, CA",earthquake,0.8,1.02,0.128,14,automatic,ci,ci
2019-07-07T06:11:05.700Z,37.639,-118.9153333,2.17,0.21,md,5,142,0.01564,0.01,nc,nc73212361,2019-07-10T11:30:03.924Z,"6km E of Mammoth Lakes, CA",earthquake,0.74,2.21,0.136,3,reviewed,nc,nc
2019-07-07T06:10:14.660Z,36.1121667,-117.9208333,4.94,2.74,ml,26,61,0.05369,0.17,ci,ci38472479,2019-07-11T19:41:11.360Z,"8km NNE of Coso Junction, CA",earthquake,0.22,0.88,0.173,37,reviewed,ci,ci
2019-07-07T06:09:36.790Z,35.8131667,-117.6471667,2.8,2.63,ml,26,50,0.09579,0.2,ci,ci38472471,2019-07-07T06:20:20.015Z,"22km N of Ridgecrest, CA",earthquake,0.29,0.8,0.141,25,automatic,ci,ci
2019-07-07T06:08:39.151Z,69.1619,-144.5703,16.7,1.4,ml,,,,0.74,ak,ak0198n0nn9g,2019-07-26T18:20:08.644Z,"114km SSW of Kaktovik, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-07-07T06:07:06.460Z,35.6661667,-117.524,9.04,3.5,mlr,69,37,0.0941,0.13,ci,ci38472463,2019-12-20T01:54:30.240Z,"15km ENE of Ridgecrest, CA",earthquake,0.09,0.27,0.16,56,reviewed,ci,ci
2019-07-07T06:06:47.720Z,35.7276667,-117.5123333,7.53,1.77,ml,18,166,0.1467,0.27,ci,ci38472455,2019-07-07T06:18:19.890Z,"11km WSW of Searles Valley, CA",earthquake,0.85,2.3,0.177,23,automatic,ci,ci
2019-07-07T06:05:34.640Z,34.1616667,-117.4623333,6.72,1.19,ml,20,150,0.1514,0.1,ci,ci38472447,2019-07-07T06:09:39.616Z,"7km N of Fontana, CA",earthquake,0.33,1.01,0.19,30,automatic,ci,ci
2019-07-07T06:05:27.910Z,35.8676667,-117.6936667,2.35,2.17,ml,21,56,0.08263,0.15,ci,ci38472431,2019-07-07T06:20:33.227Z,"21km ESE of Little Lake, CA",earthquake,0.24,0.39,0.132,25,automatic,ci,ci
2019-07-07T06:04:13.860Z,35.8365,-117.6836667,4.15,1.88,ml,15,107,0.07165,0.14,ci,ci38472423,2019-07-07T06:10:22.193Z,"23km ESE of Little Lake, CA",earthquake,0.38,0.67,0.09,25,automatic,ci,ci
2019-07-07T06:03:49.300Z,35.876,-117.5676667,16.29,1.62,ml,11,175,0.06567,0.3,ci,ci38472415,2019-07-07T06:07:31.248Z,"19km NW of Searles Valley, CA",earthquake,1,1.55,0.162,19,automatic,ci,ci
2019-07-07T06:01:55.690Z,35.8426667,-117.6905,5.67,1.86,ml,19,60,0.06937,0.18,ci,ci38472399,2019-07-07T06:05:40.728Z,"22km ESE of Little Lake, CA",earthquake,0.44,0.86,0.11,21,automatic,ci,ci
2019-07-07T06:01:10.600Z,35.9178333,-117.7013333,2.18,2.34,ml,22,63,0.08281,0.19,ci,ci38472391,2019-07-07T06:11:52.352Z,"19km E of Little Lake, CA",earthquake,0.29,0.57,0.151,25,automatic,ci,ci
2019-07-07T06:00:55.290Z,35.7276667,-117.5565,12.27,1.21,ml,16,152,0.1604,0.22,ci,ci38472383,2019-07-07T06:04:29.409Z,"14km WSW of Searles Valley, CA",earthquake,0.55,1.44,0.138,10,automatic,ci,ci
2019-07-07T05:58:46.960Z,35.603,-117.8773333,8.46,1.39,ml,9,78,0.01199,0.15,ci,ci38472375,2019-07-15T18:38:31.120Z,"8km SW of Inyokern, CA",earthquake,0.34,0.55,0.122,8,reviewed,ci,ci
2019-07-07T05:58:31.250Z,35.6278333,-117.4656667,3.51,1.36,ml,11,112,0.04134,0.17,ci,ci38472367,2019-07-07T06:02:11.186Z,"16km SSW of Searles Valley, CA",earthquake,0.39,0.81,0.086,9,automatic,ci,ci
2019-07-07T05:57:02.580Z,35.8904991,-117.7043304,2.59,2.13,ml,15,130,0.09474,0.15,ci,ci38472359,2019-07-07T06:04:50.954Z,"19km ESE of Little Lake, CA",earthquake,0.36,0.49,0.203,23,automatic,ci,ci
2019-07-07T05:56:59.603Z,61.4371,-150.9891,67.8,2,ml,,,,0.66,ak,ak0198n0cjk9,2019-07-26T18:20:07.768Z,"55km W of Big Lake, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2019-07-07T05:56:15.330Z,62.8611,-152.6895,6.4,1.1,ml,,,,0.53,ak,ak0198n0cg58,2019-07-26T18:20:07.008Z,"145km WNW of Talkeetna, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-07-07T05:53:11.470Z,35.8498333,-117.721,5.94,1.38,ml,17,55,0.05448,0.37,ci,ci38472351,2019-07-07T05:56:50.154Z,"19km ESE of Little Lake, CA",earthquake,0.69,1.54,0.155,14,automatic,ci,ci
2019-07-07T05:51:45.850Z,35.7916667,-117.6235,7.44,1.68,ml,15,119,0.1162,0.16,ci,ci38472335,2019-07-07T05:55:38.145Z,"20km NNE of Ridgecrest, CA",earthquake,0.31,1.54,0.101,13,automatic,ci,ci
2019-07-07T05:47:57.720Z,35.8466667,-117.6721667,3.37,1.75,ml,16,60,0.08439,0.17,ci,ci38472327,2019-07-07T05:55:51.263Z,"23km ESE of Little Lake, CA",earthquake,0.3,1.04,0.141,24,automatic,ci,ci
2019-07-07T05:45:47.810Z,35.8676667,-117.6865,9.32,1.88,ml,13,80,0.08526,0.13,ci,ci38472319,2019-07-15T18:58:35.043Z,"21km ESE of Little Lake, CA",earthquake,0.26,0.64,0.112,7,reviewed,ci,ci
2019-07-07T05:44:32.810Z,35.7673333,-117.5691667,10.19,1.79,ml,12,132,0.1644,0.27,ci,ci38472311,2019-07-07T05:49:17.783Z,"15km W of Searles Valley, CA",earthquake,0.65,1.81,0.156,18,automatic,ci,ci
2019-07-07T05:43:44.330Z,36.1708333,-117.8685,2.83,2.27,ml,16,58,0.05428,0.16,ci,ci38472303,2019-07-07T05:58:59.980Z,"16km NNE of Coso Junction, CA",earthquake,0.3,0.49,0.179,26,automatic,ci,ci
2019-07-07T05:42:55.428Z,66.3006,-157.3611,3,1.5,ml,,,,0.62,ak,ak0198n09j8c,2019-07-26T18:20:06.228Z,"70km SSW of Kobuk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-07-07T05:42:27.920Z,35.8756667,-117.7151667,9.93,2.55,ml,18,70,0.0782,0.22,ci,ci38472295,2019-07-07T05:57:41.706Z,"18km ESE of Little Lake, CA",earthquake,0.48,0.93,0.14,26,automatic,ci,ci
2019-07-07T05:41:51.930Z,36.0421667,-117.8393333,2.13,2.65,ml,22,51,0.0538,0.19,ci,ci38472287,2019-07-07T05:57:27.743Z,"10km E of Coso Junction, CA",earthquake,0.32,0.48,0.131,30,automatic,ci,ci
2019-07-07T05:40:21.810Z,35.5948333,-117.4421667,6.04,2.24,ml,4,254,0.01832,0.07,ci,ci37264620,2020-03-13T23:14:47.300Z,"20km S of Searles Valley, CA",earthquake,0.99,0.61,0.106,3,reviewed,ci,ci
2019-07-07T05:38:15.480Z,35.7681667,-117.5778333,10.57,4.53,mw,75,44,0.05009,0.16,ci,ci38472279,2020-08-21T21:20:44.129Z,"16km W of Searles Valley, CA",earthquake,0.13,0.27,,6,reviewed,ci,ci
2019-07-07T05:37:31.130Z,35.7965,-117.621,6.7,1.79,ml,17,120,0.1176,0.15,ci,ci38472271,2019-07-07T05:50:39.221Z,"20km W of Searles Valley, CA",earthquake,0.33,0.91,0.14,20,reviewed,ci,ci
2019-07-07T05:36:52.350Z,35.5463333,-117.3241667,0.8,2.1,ml,23,78,0.03923,0.24,ci,ci38472263,2019-07-07T05:57:16.627Z,"25km SSE of Trona, CA",earthquake,0.4,0.71,0.172,26,automatic,ci,ci
2019-07-07T05:36:30.570Z,35.898,-117.7168333,6.69,1.03,ml,11,78,0.0966,0.17,ci,ci38472255,2019-07-07T05:39:57.569Z,"18km ESE of Little Lake, CA",earthquake,0.48,1.06,0.108,5,automatic,ci,ci
2019-07-07T05:36:19.815Z,59.8853,-139.7874,0,1.2,ml,,,,0.47,ak,ak0198n086am,2019-07-26T18:20:05.562Z,"37km N of Yakutat, Alaska",ice quake,,0,,,reviewed,ak,ak
2019-07-07T05:35:11.050Z,45.0736667,-111.7883333,10.62,0.72,ml,6,211,0.239,0.03,mb,mb80351259,2019-07-08T15:13:28.690Z,"27km SSE of Virginia City, Montana",earthquake,0.62,1.86,,0,reviewed,mb,mb
2019-07-07T05:34:43.580Z,35.5905,-117.437,4.77,1.85,ml,18,142,0.02092,0.25,ci,ci38472247,2019-07-07T05:38:26.750Z,"20km S of Searles Valley, CA",earthquake,0.5,0.58,0.116,27,automatic,ci,ci
2019-07-07T05:33:54.500Z,35.8621667,-117.7063333,4.49,1.55,ml,13,95,0.07159,0.17,ci,ci38472239,2019-07-07T05:37:50.747Z,"20km ESE of Little Lake, CA",earthquake,0.49,0.72,0.199,8,automatic,ci,ci
2019-07-07T05:33:28.690Z,35.8648333,-117.6908333,0.06,1.78,ml,15,96,0.0823,0.38,ci,ci38472231,2019-07-07T05:37:15.741Z,"21km ESE of Little Lake, CA",earthquake,0.7,31.61,0.238,25,automatic,ci,ci
2019-07-07T05:32:19.320Z,36.0239983,-117.8608322,1.47,1.95,ml,15,78,0.02895,0.12,ci,ci38472223,2019-07-07T05:36:10.736Z,"8km ESE of Coso Junction, CA",earthquake,0.26,0.35,0.298,14,automatic,ci,ci
2019-07-07T05:31:40.224Z,51.3819,-175.5191,35,2.6,ml,,210,0.655,0.39,us,us60004w2y,2019-09-26T14:29:57.040Z,"96km SE of Adak, Alaska",earthquake,4.7,2,,,reviewed,us,ak
2019-07-07T05:31:31.600Z,35.7441667,-117.4961667,9.36,1.6,ml,13,104,0.1597,0.25,ci,ci38472215,2019-07-07T05:35:21.732Z,"9km WSW of Searles Valley, CA",earthquake,0.67,2.99,0.176,13,automatic,ci,ci
2019-07-07T05:30:35.460Z,35.602,-117.4035,6.42,2.39,ml,27,71,0.05028,0.2,ci,ci38472207,2019-07-07T05:41:14.790Z,"18km S of Trona, CA",earthquake,0.37,0.89,0.194,26,automatic,ci,ci
2019-07-07T05:29:52.650Z,35.9203333,-117.7158333,2.13,2.13,ml,20,49,0.0876,0.15,ci,ci38472199,2019-07-07T05:33:41.721Z,"17km E of Little Lake, CA",earthquake,0.25,0.54,0.119,25,automatic,ci,ci
2019-07-07T05:29:33.600Z,35.6403333,-117.4593333,5.84,1.5,ml,13,116,0.05377,0.16,ci,ci38472191,2019-07-07T05:33:21.720Z,"15km SSW of Searles Valley, CA",earthquake,0.5,0.91,0.165,18,automatic,ci,ci
2019-07-07T05:28:43.280Z,35.8785,-117.6946667,8.01,1.59,ml,18,55,0.09014,0.12,ci,ci38472183,2019-07-07T05:32:32.187Z,"20km ESE of Little Lake, CA",earthquake,0.27,0.87,0.197,23,automatic,ci,ci
2019-07-07T05:26:29.100Z,40.2943333,-124.4303333,18.62,2.59,md,22,254,0.06737,0.1,nc,nc73212301,2019-07-12T17:09:04.954Z,"13km WSW of Petrolia, CA",earthquake,0.66,0.28,0.208,39,reviewed,nc,nc
2019-07-07T05:26:11.120Z,35.711,-117.5618333,2.75,1.82,ml,23,67,0.1484,0.18,ci,ci38472175,2019-07-07T05:29:57.170Z,"14km NE of Ridgecrest, CA",earthquake,0.28,1.54,0.174,27,automatic,ci,ci
2019-07-07T05:25:22.880Z,35.9243333,-117.7003333,10.72,1.73,ml,17,64,0.08085,0.26,ci,ci38472167,2019-07-07T05:29:12.999Z,"19km E of Little Lake, CA",earthquake,0.56,0.79,0.197,23,automatic,ci,ci
2019-07-07T05:24:32.570Z,35.5351667,-117.648,-0.13,1.51,ml,9,99,0.06209,0.3,ci,ci38472151,2019-07-07T05:28:33.163Z,"10km SSE of Ridgecrest, CA",earthquake,1.07,31.61,0.191,19,automatic,ci,ci
2019-07-07T05:23:54.000Z,35.7275,-117.5445,10.31,1.84,ml,10,155,0.1713,0.17,ci,ci38472127,2019-07-07T05:27:39.157Z,"13km WSW of Searles Valley, CA",earthquake,0.48,1.32,0.135,20,automatic,ci,ci
2019-07-07T05:23:37.103Z,61.8821,-149.1772,4.5,1.2,ml,,,,0.68,ak,ak0198n05f6n,2019-07-26T18:20:04.045Z,"15km NNE of Fishhook, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-07-07T05:23:20.280Z,35.639,-117.4378333,2.62,2,ml,18,121,0.05602,0.19,ci,ci38472143,2019-07-07T22:37:21.969Z,"15km SSW of Searles Valley, CA",earthquake,0.29,0.41,0.143,48,reviewed,ci,ci
2019-07-07T05:20:02.400Z,35.5788333,-117.414,7.96,1.36,ml,8,161,0.04003,0.12,ci,ci38472119,2019-11-15T18:32:34.906Z,"21km S of Trona, CA",earthquake,0.46,0.5,0.137,4,reviewed,ci,ci
2019-07-07T05:19:22.790Z,36.0436667,-117.8513333,2.37,2.36,ml,15,81,0.04784,0.21,ci,ci38472111,2019-07-07T05:23:14.079Z,"9km E of Coso Junction, CA",earthquake,0.49,0.68,0.142,26,automatic,ci,ci
2019-07-07T05:18:58.334Z,59.7484,-152.2906,68.7,1.4,ml,,,,0.4,ak,ak0198n04e6u,2019-07-26T18:20:03.177Z,"25km W of Anchor Point, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-07-07T05:18:40.800Z,36.0958333,-117.8215,1.51,1.57,ml,13,97,0.03465,0.24,ci,ci38472103,2019-07-07T05:22:24.074Z,"13km ENE of Coso Junction, CA",earthquake,0.63,0.92,0.188,17,automatic,ci,ci
2019-07-07T05:18:21.180Z,35.8348333,-117.6608333,8.77,1.16,ml,11,72,0.08853,0.2,ci,ci38472095,2019-07-07T05:21:59.367Z,"24km N of Ridgecrest, CA",earthquake,0.54,1.23,0.214,8,automatic,ci,ci
2019-07-07T05:16:51.950Z,35.6288333,-117.455,9.35,1.97,ml,23,67,0.04265,0.22,ci,ci38472087,2019-07-07T05:20:32.058Z,"16km SSW of Searles Valley, CA",earthquake,0.48,0.78,0.184,26,automatic,ci,ci
2019-07-07T05:16:00.996Z,61.3089,-152.4931,0.6,2.1,ml,,,,0.42,ak,ak0198n03uen,2019-07-26T18:20:02.259Z,"92km N of Redoubt Volcano, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-07-07T05:15:54.070Z,35.579,-117.4081667,3.26,2.28,ml,21,71,0.04467,0.24,ci,ci38472079,2019-07-07T05:19:27.050Z,"21km S of Trona, CA",earthquake,0.42,1.01,0.164,26,automatic,ci,ci
2019-07-07T05:14:10.750Z,35.8415,-117.6913333,7.86,1.88,ml,11,135,0.06821,0.21,ci,ci38472063,2019-07-07T05:18:07.040Z,"22km ESE of Little Lake, CA",earthquake,0.68,1.44,0.114,26,automatic,ci,ci
2019-07-07T05:14:04.070Z,36.045166,-117.7013321,1.28,1.45,ml,21,80,0.1343,0.15,ci,ci38472055,2019-07-07T05:17:48.037Z,"22km ENE of Little Lake, CA",earthquake,0.3,0.45,0.276,8,automatic,ci,ci
2019-07-07T05:12:43.810Z,36.0553333,-117.8518333,2.58,1.76,ml,12,125,0.05686,0.13,ci,ci38472047,2019-07-07T05:16:28.028Z,"9km E of Coso Junction, CA",earthquake,0.37,0.45,0.212,16,automatic,ci,ci
2019-07-07T05:10:48.290Z,35.912,-117.7361667,0.37,2.77,ml,24,60,0.07596,0.23,ci,ci38472039,2019-07-07T06:03:00.349Z,"16km E of Little Lake, CA",earthquake,0.31,0.67,0.173,26,automatic,ci,ci
2019-07-07T05:10:06.570Z,35.8025,-117.3625,9.96,1.62,ml,10,218,0.2303,0.11,ci,ci38472031,2019-07-07T05:14:03.008Z,"4km NNE of Trona, CA",earthquake,1.5,1.21,0.187,18,automatic,ci,ci
2019-07-07T05:09:52.640Z,44.5951667,-110.3253333,4.83,2.13,ml,14,93,0.06469,0.13,uu,uu60330217,2019-07-08T20:58:53.370Z,"42km ENE of Old Faithful Geyser, Wyoming",earthquake,0.32,0.54,0.13,2,reviewed,uu,uu
2019-07-07T05:09:45.980Z,37.2911667,-118.6008333,16.06,1.04,md,7,197,0.06875,0.04,nc,nc73212281,2019-07-16T00:31:02.432Z,"14km S of Round Valley, CA",earthquake,0.63,0.68,0.445,8,reviewed,nc,nc
2019-07-07T05:06:38.480Z,35.5913333,-117.4181667,10.3,1.82,ml,10,152,0.03621,0.23,ci,ci38472023,2019-07-07T05:10:26.983Z,"20km S of Trona, CA",earthquake,1.41,0.76,0.172,27,automatic,ci,ci
2019-07-07T05:05:57.100Z,35.891,-117.7488333,2.94,1.87,ml,20,57,0.08074,0.23,ci,ci38472015,2019-07-07T05:09:52.982Z,"15km ESE of Little Lake, CA",earthquake,0.43,1.88,0.147,25,automatic,ci,ci
2019-07-07T05:05:40.189Z,39.0759,-119.9353,10.2,0.3,ml,5,179.67,0.063,0.1471,nn,nn00692483,2019-07-07T05:46:25.779Z,"11km NNW of Kingsbury, Nevada",earthquake,,2.7,0.31,2,reviewed,nn,nn
2019-07-07T05:04:15.830Z,35.8868333,-117.6126667,0.4,1.49,ml,12,140,0.04957,0.23,ci,ci38471999,2019-07-07T05:08:12.972Z,"23km NW of Searles Valley, CA",earthquake,0.88,0.79,0.123,13,automatic,ci,ci
2019-07-07T05:03:45.790Z,35.72,-117.5445,6.84,1.6,ml,16,92,0.1491,0.2,ci,ci38471991,2019-07-07T05:07:38.968Z,"14km WSW of Searles Valley, CA",earthquake,0.47,1.23,0.146,13,automatic,ci,ci
2019-07-07T05:02:48.420Z,35.898,-117.6801667,1.87,2.39,ml,22,54,0.07397,0.2,ci,ci38471983,2019-07-07T05:06:33.957Z,"21km ESE of Little Lake, CA",earthquake,0.33,0.55,0.128,25,automatic,ci,ci
2019-07-07T05:02:12.270Z,35.9075,-117.6946667,2.6,1.81,ml,15,75,0.08054,0.16,ci,ci38471975,2019-07-07T05:05:58.954Z,"19km E of Little Lake, CA",earthquake,0.35,0.58,0.148,24,automatic,ci,ci
2019-07-07T05:02:08.526Z,65.3671,-150.0091,10.2,0.8,ml,,,,0.48,ak,ak0198n00uy4,2019-07-26T18:20:01.451Z,"50km NE of Manley Hot Springs, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-07-07T05:01:09.150Z,35.7815,-117.6163333,6.82,1.63,ml,17,70,0.1237,0.19,ci,ci38471967,2019-07-07T05:04:53.945Z,"19km NNE of Ridgecrest, CA",earthquake,0.36,1.08,0.173,16,automatic,ci,ci
2019-07-07T05:00:41.370Z,35.7573333,-117.5693333,8.76,1.38,ml,14,89,0.1611,0.26,ci,ci38471959,2019-07-07T05:04:19.332Z,"15km W of Searles Valley, CA",earthquake,0.57,2.98,0.18,17,automatic,ci,ci
2019-07-07T05:00:25.020Z,19.1925,-155.4398333,36.61,2.04,ml,50,144,0.04248,0.1,hv,hv71036952,2019-07-10T01:00:23.860Z,"4km ESE of Pahala, Hawaii",earthquake,0.46,0.6,0.176,11,reviewed,hv,hv
2019-07-07T04:58:42.909Z,36.36183333,-98.155,6.5,1.96,ml,92,64,0.04049205408,0.19,ok,ok2019neay,2019-07-08T15:54:11.662Z,"22km SSE of Helena, Oklahoma",earthquake,,0.3,0.18,16,reviewed,ok,ok
2019-07-07T04:58:19.100Z,35.855,-117.6816667,8.41,2.14,ml,16,58,0.08197,0.24,ci,ci38471951,2019-07-07T05:02:01.432Z,"22km ESE of Little Lake, CA",earthquake,0.55,1.24,0.132,6,automatic,ci,ci
2019-07-07T04:57:48.820Z,35.8648333,-117.705,9.69,2.42,ml,14,144,0.0743,0.14,ci,ci38471943,2019-07-07T05:01:32.300Z,"20km ESE of Little Lake, CA",earthquake,0.47,1.07,0.172,25,automatic,ci,ci
2019-07-07T04:56:31.290Z,35.6941667,-117.5271667,7.49,3.05,ml,66,36,0.1198,0.13,ci,ci38471927,2020-01-15T19:06:44.925Z,"14km SW of Searles Valley, CA",earthquake,0.09,0.45,0.126,235,reviewed,ci,ci
2019-07-07T04:56:13.530Z,35.8698333,-117.716,4.73,1.36,ml,15,86,0.07291,0.13,ci,ci38471919,2019-07-07T04:59:58.606Z,"19km ESE of Little Lake, CA",earthquake,0.3,0.68,0.121,15,automatic,ci,ci
2019-07-07T04:55:33.920Z,35.8626667,-117.6841667,9.53,1.24,ml,14,81,0.08456,0.05,ci,ci38471903,2019-11-25T23:17:41.332Z,"22km ESE of Little Lake, CA",earthquake,0.14,0.32,0.221,8,reviewed,ci,ci
2019-07-07T04:55:09.950Z,35.8493333,-117.7043333,0.77,2.01,ml,21,57,0.06385,0.33,ci,ci38471887,2019-07-07T04:58:43.873Z,"21km ESE of Little Lake, CA",earthquake,0.51,0.94,0.173,25,automatic,ci,ci
2019-07-07T04:55:03.700Z,35.824,-84.0973333,7.83,1.55,md,5,125,0.1702,0.17,se,se60085823,2019-07-08T16:06:03.300Z,"4km W of Louisville, Tennessee",earthquake,0.94,4.1,0.063,5,reviewed,se,se
2019-07-07T04:54:54.489Z,62.879,-149.1895,61.9,1.6,ml,,,,0.62,ak,ak0198mzqo62,2019-07-26T18:19:59.868Z,"58km SSW of Cantwell, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-07-07T04:54:47.970Z,43.6468333333333,-121.393166666667,6.78,0.9,md,5,297,,0.09,uw,uw61500623,2019-07-07T17:21:32.890Z,"9km ESE of La Pine, Oregon",earthquake,0.88,0.72,0.0558339403830717,3,reviewed,uw,uw
2019-07-07T04:54:33.370Z,43.642,-121.394833333333,6.54,0.69,ml,6,299,,0.1,uw,uw61533716,2019-07-07T17:22:03.170Z,"9km ESE of La Pine, Oregon",earthquake,0.8,0.71,0.147608864675237,4,reviewed,uw,uw
2019-07-07T04:54:09.384Z,58.0763,-155.33,100.8,1.3,ml,,,,0.39,ak,ak0198mzqg6i,2019-07-26T18:20:00.718Z,"100km NW of Larsen Bay, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-07-07T04:53:48.540Z,35.8215,-84.0981667,9.18,1.86,md,8,127,0.1677,0.15,se,se60280591,2019-07-07T18:39:44.977Z,"4km W of Louisville, Tennessee",earthquake,0.99,2.41,0.067,8,reviewed,se,se
2019-07-07T04:53:41.350Z,35.8965,-117.6628333,5.08,1.88,ml,15,94,0.06319,0.14,ci,ci38471879,2019-07-07T04:57:23.755Z,"22km ESE of Little Lake, CA",earthquake,0.32,0.68,0.132,25,automatic,ci,ci
2019-07-07T04:53:25.314Z,58.3416,-156.0435,2.2,0.9,ml,,,,0.52,ak,ak0198mzqe4z,2019-07-26T18:19:59.133Z,"52km SE of King Salmon, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2019-07-07T04:52:02.710Z,35.9498333,-117.701,6.18,1.49,ml,12,84,0.0818,0.16,ci,ci38471871,2019-07-07T04:55:48.798Z,"19km E of Little Lake, CA",earthquake,0.37,1.16,0.114,14,automatic,ci,ci
2019-07-07T04:51:34.150Z,35.8616667,-117.6466667,13.17,1.38,ml,16,65,0.08241,0.31,ci,ci38471863,2019-07-07T04:55:19.037Z,"24km WNW of Searles Valley, CA",earthquake,0.67,1.35,0.126,14,automatic,ci,ci
2019-07-07T04:51:05.482Z,58.353,-155.9453,0.3,1.6,ml,,,,0.57,ak,ak0198mzpx7f,2019-07-26T18:19:58.241Z,"56km SE of King Salmon, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-07-07T04:49:53.880Z,36.0255,-117.8486667,2.17,1.99,ml,18,113,0.03819,0.21,ci,ci38471855,2019-07-07T04:53:42.427Z,"9km ESE of Coso Junction, CA",earthquake,0.36,0.49,0.216,26,automatic,ci,ci
2019-07-07T04:48:17.360Z,35.784,-117.61,7.76,2.9,ml,45,53,0.03326,0.12,ci,ci38471847,2020-03-13T22:09:49.220Z,"19km W of Searles Valley, CA",earthquake,0.11,0.31,0.154,27,reviewed,ci,ci
2019-07-07T04:47:58.700Z,36.0708333,-117.8435,2.85,2.12,ml,17,92,0.04755,0.16,ci,ci38471839,2019-07-07T04:51:48.864Z,"10km ENE of Coso Junction, CA",earthquake,0.4,0.96,0.222,25,automatic,ci,ci
2019-07-07T04:46:34.840Z,35.8661667,-117.7021667,9.88,1.4,ml,12,96,0.07682,0.18,ci,ci38471823,2019-07-07T04:50:13.472Z,"20km ESE of Little Lake, CA",earthquake,0.55,1.12,0.205,14,automatic,ci,ci
2019-07-07T04:46:04.729Z,54.8322,-159.8454,28.1,1.9,ml,,,,0.4,ak,ak0198mzouk8,2019-07-26T18:20:54.175Z,"18km WNW of Chernabura Island, Alaska",earthquake,,3,,,reviewed,ak,ak
2019-07-07T04:43:32.880Z,35.8988333,-117.6816667,2.35,2.14,ml,14,92,0.07461,0.18,ci,ci38471815,2019-07-07T04:47:25.834Z,"21km ESE of Little Lake, CA",earthquake,0.44,0.53,0.128,25,automatic,ci,ci
2019-07-07T04:41:52.380Z,35.744,-117.8783333,15.79,1.85,ml,10,95,0.1357,0.28,ci,ci38471807,2019-07-07T04:45:35.824Z,"12km NNW of Inyokern, CA",earthquake,0.81,2.35,0.164,25,automatic,ci,ci
2019-07-07T04:41:20.300Z,35.7908333,-117.6193333,6.87,1.78,ml,18,79,0.1196,0.19,ci,ci38471799,2019-07-07T04:45:00.822Z,"20km NNE of Ridgecrest, CA",earthquake,0.35,1.04,0.115,26,automatic,ci,ci
2019-07-07T04:41:01.400Z,37.4015,-118.5181667,7.41,0.29,md,4,211,0.06016,0.01,nc,nc73212251,2019-07-16T00:29:03.420Z,"7km NW of West Bishop, CA",earthquake,0.7,4.71,0.15,4,reviewed,nc,nc
2019-07-07T04:40:44.960Z,35.8976667,-117.744,6.15,2.02,ml,16,69,0.079,0.17,ci,ci38471791,2019-07-07T04:57:05.419Z,"15km ESE of Little Lake, CA",earthquake,0.35,0.84,0.171,10,automatic,ci,ci
2019-07-07T04:40:22.000Z,35.9105,-117.728,0.05,2.05,ml,20,102,0.08249,0.26,ci,ci38471783,2019-07-07T04:50:56.189Z,"16km E of Little Lake, CA",earthquake,0.49,31.61,0.122,27,automatic,ci,ci
2019-07-07T04:40:07.670Z,35.8781667,-117.7195,8.66,1.75,ml,16,62,0.07864,0.24,ci,ci38471775,2019-07-07T04:48:00.998Z,"18km ESE of Little Lake, CA",earthquake,0.56,1.13,0.186,23,automatic,ci,ci
